Table Esso Table has the following pages:


Page page0 has the following tuples:

12345	624308		275555.3461220055	

12345	924410	RO7BJEJT1	727999.7958546364	

12345	530199	BF5QXX09	422470.3401813685	

12345	880942	XU2FH	324450.58964628016	

12345	387000	6BFRBIZ	945785.999084819	

12345	174073	BGR98	530411.7072062627	

12345	231210	P0TK	570150.0257821146	

12345	768453	PV25VETRE7U7	698740.048280699	

12345	905993	9JFAO5MAF	855505.5723498315	

12345	172450	H	819388.4378449117	

12345	873592	5NP	705866.1073226337	

12345	402325	64M	89214.23669515693	

12345	883098	ISSXRFOZ	886142.1736888058	

12345	842812	8H7	502046.9947380466	

12345	380743		342261.6504469984	

12345	545243	Q6JKVTMO8RT3	302672.424110093	

12345	510425	8	42263.75593925968	

12345	85081	7V5QUL	869682.2823425173	

12345	234311	MYF	437592.16092757124	

12345	872759	UZS	518302.97239765944	

12345	242610	I6TNX0HXF	677593.3185030477	

12345	60161	L3IBQ9W7VGFCFC	913393.1438080112	

12345	734699	9QILJ8M3	176442.34222472398	

12346	839978		226736.67049359446	

12346	124724	7BIE9NBGT	29737.03803662442	

12346	144671	8GUDF	15045.178450883046	

12346	817919	N	616697.5154007989	

12346	195309		222397.40738514645	

12346	463732	JK	928142.4872815235	

12346	830680	C6	658591.7143912701	

12346	843505	0XPYF9KYHWKK	442900.5835437352	

12346	891267	4	234960.38208506943	

12346	873483	O53U2AZMFQKAEU	32522.04256881397	

12346	477960	7D2KO6M8P5UGH9	422151.74879972206	

12346	905169	Q8TUZI1	322308.65908029804	

12346	118651	9GVJ2	937785.0582698623	

12346	536582	A3EIKM9C1EAHI5	627379.16169367	

12346	846401	RD	618729.8208446061	

12346	494317	CQNIAGTSIRU	6989.44095338716	

12346	723155	2VAR93J2KP0CEO	708774.2852265646	

12346	871614	VFT1R2X48X1	750925.9737865422	

12347	601186	7EUB	361740.8567782857	

12347	147121	BLVZ	813742.5100355668	

12347	469348	WAK1DRRNZLRY37	423238.95390362997	

12347	866312	8UWRN	466222.3091651919	

12347	223294	ZVB49V35Z36821	130566.89539412502	

12347	269601	IVOS5MGQ4	456444.0667807179	

12347	541402	77V8M6UE	80346.47698770402	

12347	324903	P51JT52AIXUE	344156.59046656097	

12347	855528	IFKNO4QPYIS	249766.88082800913	

12347	920937	7HO0P8GGEY	968339.8634724384	

12347	553517	1QQQUUJ2N	341302.29350941785	

12347	188192	6JF1WDQS9	168715.99923453384	

12347	479380	NTT59NL3	937240.9725460494	

12347	57477	6G	392008.0274467908	

12347	770992	VGWILWIN5MNBJW	244597.83514468258	

12347	445434	EYS1IBSWTLOLVA	934610.5568430321	

12347	847408	8HDS9ZVT	145074.34748049465	

12348	515276	6C99EQ0KGE	979468.5240915741	

12348	253658	VH3074WZN	836588.6692441254	

12348	226093	C5Q1K	827930.3074207283	

12348	421598	CS3	772412.031269463	

12348	871709	3CF0W4P7	747346.1654575798	

12348	864227	P5TB	452303.82404531556	

12348	548540	YKE5DYFXFL0ROF	767055.5028437806	

12348	115441	R2	875715.5525733042	

12348	146077	0YDDX4SDEFZUI	313467.2244866079	

12348	447160	U0NAUX	854228.1235333437	

12348	228653	ZG	387307.0032262693	

12348	637120	IPO	26235.279727541027	

12348	790170	7LY3JOL5Z	608193.3381818333	

12348	648725	CYZEJ	706307.0968675781	

12348	907782	O2X94SHOGKOTXF	83282.14617904539	

12348	772270	KM18IPPG	586968.2091501133	

12348	292654	8HGFNIR8EB5JW3	431059.99908360705	

12348	383500	QNRJJXNXD	86569.34634450109	

12349	367392	YCK	685599.8492537079	

12349	467060	SE99GVDJ0O74	498625.9221637295	

12349	482606	6HU	809498.8602794143	

12349	774505	WL5ZP07JH	870989.8413297996	

12349	294400	3RVENGEGQ9ACQ3	453805.15069489955	

12349	76632	195	82428.46475968968	

12349	566726	EBIOPTZC0T	513970.24968358787	

12349	201047	QWU82MBKWKET6O	636094.4916482093	

12349	457033	8	893388.5901066851	

12349	284095	BF0QCDLHWL	962251.9863420305	

12349	456217	V	777485.0770767891	

12349	337183		546643.1240301996	

12349	502365		925993.6279697024	

12349	65836	NNKTAORP	522933.26068953914	

12349	498206	9RQ2AIB	91559.29021153097	

12349	323625	DK	269333.340443827	

12350	631215	18J76SMKS	561716.8033523593	

12350	651684	94RPF	855893.176706345	

12350	207273	NIRS	113365.9147328241	

12350	200021	78CL1LOC6Y245	211217.34781016177	

12350	638158		116193.20328654426	

12350	358747	FUMZRL	889375.9103514659	

12350	679341	5UTL	236171.5451139641	

12350	63205	QSVR8V0B	998605.1594315285	

12350	846440	PR9QCHY3	306231.17314278736	

12350	476107		932292.5848142329	

12350	526769	P	772296.1947085705	

12350	69888	1YJO	482722.0366174545	

12350	880262	RQS	972717.2907643962	

12350	703888	XSFYYDR286	307397.2884603099	

12350	568993	J2Q0S2POQ27	864289.3856211198	

12350	263711		984785.0074119004	

12350	859145	3	982443.3521045211	

12351	817471	G00Q	989089.9528988887	

12351	451140	1V	864738.8643436342	

12351	62148	XVH64SM3N	700364.3520060311	

12351	799408	E8CVWH2C12S	754258.2039063609	

12351	21536	KTIPHX	609640.7735689073	

12351	700934	VOGGK64	831760.7754409228	

12351	2082	R0128D6	143059.69497303962	

12351	115180	YG6WLX	768414.9254189187	

12351	60938	LKE1	922424.3334365503	

12351	248433	YPIT7	282430.004805211	

12351	874118	6DUL2U12UOX	475064.73919048277	

12351	893152	LTFM9PB3	626636.8547742345	

12351	847113	FNJ9M2SQLNL	275973.34333038545	

12351	220997	YB3KVJ	315304.8005026534	

12351	739241	TK3FESF9WXN867	64810.803542264985	

12352	106113	EC	425969.7799685827	

12352	11998	G64W4	829498.3814812382	

12352	293138	P08	691697.4594328277	

12352	605949	DXDCGJK13	683877.4830011865	

12352	520437	O	748967.1716210865	

12352	793625	4CT5QZJ	435112.80872241454	

12352	760697	MDX	757837.7657637371	

12352	511004	N2HVD3BB7B	391691.15609687276	

12352	554847	ZT2VJCA	427105.7747942697	

12352	603289		804648.9043886086	

12352	169038	DO1L8	274467.33935676626	

12352	863816	N3Q	508073.4438090228	

12352	567407	DT	259760.0289192493	

12352	541373	WMUA	649059.4739358076	

12352	743365	1N3U	94928.61784904705	

12352	827723	MFXIUZD1Z1U7	637522.5304634845	

12352	103536	IFKSE854E7	20333.239321073783	

12352	776066	WLDJE	407087.93426653236	

12353	708849	ND4EWY	625216.3505316548	

12353	126124		27662.634138252208	

12353	162685	MXW0AVBWWKMXXM	344672.976540895	

12353	699319	TPBUYU	248923.73473236305	

12353	453707	TL8ANV8NRKLXY4	407983.22069198923	

12353	688623	9KRUYWJW	522626.5156130382	

12353	704627		776948.2926922698	

12353	727652	UD8GMZZSE3	700044.6674177068	

12353	423429	NKKNUCH11W7WL8	178943.30945589187	

12353	284630	C67	563427.8495306672	

12353	390918	BD1	44018.99455177516	

12353	438431	8A4WF66WTR	279806.1083430393	

12353	923972	D	528536.3749617602	

12353	680651	EYM4HRFHI	4757.047490450028	

12353	817491	IQ	577280.1367639657	

12353	424525	TPJU45MV01J04	105966.54469948896	

12353	790408	PIFPSESG	906118.5524044703	

12353	16608	TCWMMP6SM1T	905127.5352100702	

12353	652805	BWTWPL1BWI	35824.866849891725	

12353	655312	K	58310.25545866619	

12354	535085	LTZLMUVDRIGNT9	960240.8484784228	

12354	5586	K	586044.0343251172	

12354	706856	4Y3	824131.6433117371	

12354	78125	DA9OMZ	966191.8323584788	

12354	819746	3BFUQG3D	922914.7763184464	

12354	792144	H5QIL8	386179.9015236933	

12354	120675	PFL7W0TWGLP7	993118.8201591193	

12354	862253	I7IQK	331059.17682205857	

12354	777906	I	400679.5092890529	

12354	645949	YR1MN4M6AD3MKC	48296.07207618813	

12354	642033	AREGZEVO	54783.642429820145	

12354	561822		1192.6837668707612	

12354	655002	FDP3GUSOOH	272764.19752840174	

12354	387616	4QPM5	479451.92351080535	

12354	782450	19GJXJ8FA7Z	78637.38160232836	

12354	609194	W9	255070.66969416937	

12354	364857	794	858074.7704312947	

